"A_2021-10-01T00:00","A","2021-10-01 00:00:00","157.15","157.50","153.05","155.99","1881934"
"A_2021-10-04T00:00","A","2021-10-04 00:00:00","155.24","156.30","151.26","152.36","1758404"
"A_2021-10-05T00:00","A","2021-10-05 00:00:00","153.48","155.78","152.34","153.03","1494305"
"A_2021-10-06T00:00","A","2021-10-06 00:00:00","152.55","154.26","151.62","153.65","1794778"
"A_2021-10-07T00:00","A","2021-10-07 00:00:00","155.06","157.48","154.96","155.32","1002863"
"A_2021-10-08T00:00","A","2021-10-08 00:00:00","156.18","156.92","152.10","152.47","904116"
"A_2021-10-11T00:00","A","2021-10-11 00:00:00","151.49","152.36","149.88","150.02","1106340"
"A_2021-10-12T00:00","A","2021-10-12 00:00:00","151.18","151.18","146.30","147.95","1809987"
"A_2021-10-13T00:00","A","2021-10-13 00:00:00","149.08","150.88","148.74","150.22","1509180"
"A_2021-10-14T00:00","A","2021-10-14 00:00:00","151.62","153.48","151.62","152.59","1434114"
"A_2021-10-15T00:00","A","2021-10-15 00:00:00","153.14","153.89","152.55","153.27","1397821"
"A_2021-10-18T00:00","A","2021-10-18 00:00:00","153.63","155.42","152.39","154.78","1183713"
"A_2021-10-19T00:00","A","2021-10-19 00:00:00","155.96","157.46","155.55","155.62","1025510"
"A_2021-10-20T00:00","A","2021-10-20 00:00:00","156.93","158.12","156.31","157.59","1053067"
"A_2021-10-21T00:00","A","2021-10-21 00:00:00","157.71","158.02","154.53","156.94","1405098"
"A_2021-10-22T00:00","A","2021-10-22 00:00:00","156.95","158.71","156.90","157.97","772154"
"A_2021-10-25T00:00","A","2021-10-25 00:00:00","157.90","158.52","156.75","158.34","1088178"
"A_2021-10-26T00:00","A","2021-10-26 00:00:00","159.63","159.92","157.04","158.19","1016357"
"A_2021-10-27T00:00","A","2021-10-27 00:00:00","158.30","158.50","154.83","155.26","1472593"
"A_2021-10-28T00:00","A","2021-10-28 00:00:00","155.98","157.79","154.19","155.76","1752595"
"A_2021-10-29T00:00","A","2021-10-29 00:00:00","155.13","157.57","154.44","157.49","1999808"
"A_2021-11-01T00:00","A","2021-11-01 00:00:00","157.38","158.00","155.80","157.06","1326900"
"A_2021-11-02T00:00","A","2021-11-02 00:00:00","157.55","158.00","155.44","157.85","1714145"
"A_2021-11-03T00:00","A","2021-11-03 00:00:00","158.03","158.29","154.57","158.20","1256624"
"A_2021-11-04T00:00","A","2021-11-04 00:00:00","157.86","158.93","156.36","157.65","1015752"
"A_2021-11-05T00:00","A","2021-11-05 00:00:00","156.57","156.81","152.43","156.41","1775553"
"A_2021-11-08T00:00","A","2021-11-08 00:00:00","157.00","161.15","156.55","160.94","1466981"
"A_2021-11-09T00:00","A","2021-11-09 00:00:00","160.94","162.23","159.52","159.81","1016961"
"A_2021-11-10T00:00","A","2021-11-10 00:00:00","159.21","159.98","156.06","159.28","1093196"
"A_2021-11-11T00:00","A","2021-11-11 00:00:00","160.28","161.04","157.93","158.79","935490"
"A_2021-11-12T00:00","A","2021-11-12 00:00:00","159.73","161.06","157.71","160.88","1441915"
"A_2021-11-15T00:00","A","2021-11-15 00:00:00","161.25","162.33","157.50","157.78","1121448"
"A_2021-11-16T00:00","A","2021-11-16 00:00:00","157.05","163.00","156.96","161.39","1276264"
"A_2021-11-17T00:00","A","2021-11-17 00:00:00","161.92","161.92","159.90","161.54","872431"
"A_2021-11-18T00:00","A","2021-11-18 00:00:00","162.53","162.83","160.40","162.16","1476011"
"A_2021-11-19T00:00","A","2021-11-19 00:00:00","163.01","165.07","162.67","164.30","1647657"
"A_2021-11-22T00:00","A","2021-11-22 00:00:00","165.00","165.68","162.78","162.78","2112504"
"A_2021-11-23T00:00","A","2021-11-23 00:00:00","155.89","159.32","151.77","154.78","3141511"
"A_2021-11-24T00:00","A","2021-11-24 00:00:00","153.76","154.67","151.09","152.97","2291441"
"A_2021-11-26T00:00","A","2021-11-26 00:00:00","153.29","159.09","151.57","152.07","1632227"
"A_2021-11-29T00:00","A","2021-11-29 00:00:00","153.06","155.38","151.56","153.42","1734578"
"A_2021-11-30T00:00","A","2021-11-30 00:00:00","153.35","155.71","149.70","150.90","3900525"
"A_2021-12-01T00:00","A","2021-12-01 00:00:00","151.12","152.85","148.09","148.21","1800900"
"A_2021-12-02T00:00","A","2021-12-02 00:00:00","147.91","152.47","147.73","150.99","1514140"
"A_2021-12-03T00:00","A","2021-12-03 00:00:00","151.82","153.00","147.72","149.33","1412565"
"A_2021-12-06T00:00","A","2021-12-06 00:00:00","149.34","152.04","147.78","151.47","1803458"
"A_2021-12-07T00:00","A","2021-12-07 00:00:00","152.84","156.24","152.61","153.80","1422695"
"A_2021-12-08T00:00","A","2021-12-08 00:00:00","154.76","156.39","153.95","156.31","1491465"
"A_2021-12-09T00:00","A","2021-12-09 00:00:00","156.50","158.00","154.51","154.61","1272365"
"A_2021-12-10T00:00","A","2021-12-10 00:00:00","154.53","156.34","154.08","156.26","1463881"
"A_2021-12-13T00:00","A","2021-12-13 00:00:00","157.34","157.90","155.14","156.29","1413801"
"A_2021-12-14T00:00","A","2021-12-14 00:00:00","154.89","155.74","150.11","151.88","1869109"
"A_2021-12-15T00:00","A","2021-12-15 00:00:00","152.76","154.59","150.62","154.31","2055069"
"A_2021-12-16T00:00","A","2021-12-16 00:00:00","154.30","155.90","150.46","150.80","2085566"
"A_2021-12-17T00:00","A","2021-12-17 00:00:00","150.35","152.59","148.04","151.42","2628690"
"A_2021-12-20T00:00","A","2021-12-20 00:00:00","150.76","152.18","148.54","150.42","2027207"
"A_2021-12-21T00:00","A","2021-12-21 00:00:00","151.00","154.06","150.61","153.96","1496640"
"A_2021-12-22T00:00","A","2021-12-22 00:00:00","154.45","157.16","154.25","156.78","1907868"
"A_2021-12-23T00:00","A","2021-12-23 00:00:00","157.29","158.86","156.65","157.80","1411035"
"A_2021-12-27T00:00","A","2021-12-27 00:00:00","158.82","159.84","157.19","158.74","951771"
"A_2021-12-28T00:00","A","2021-12-28 00:00:00","159.68","159.79","158.12","159.18","764279"
"A_2021-12-29T00:00","A","2021-12-29 00:00:00","159.83","161.39","159.18","160.65","833052"
"A_2021-12-30T00:00","A","2021-12-30 00:00:00","161.11","162.62","160.60","160.88","771020"
"A_2021-12-31T00:00","A","2021-12-31 00:00:00","160.35","161.45","159.52","159.65","1296229"
"A_2022-01-03T00:00","A","2022-01-03 00:00:00","159.00","159.44","153.93","156.48","1606323"
"A_2022-01-04T00:00","A","2022-01-04 00:00:00","155.49","155.63","149.70","151.19","2233958"
"A_2022-01-05T00:00","A","2022-01-05 00:00:00","150.83","153.10","148.53","148.60","2370529"
"A_2022-01-06T00:00","A","2022-01-06 00:00:00","148.85","149.96","145.58","149.12","2298277"
"A_2022-01-07T00:00","A","2022-01-07 00:00:00","149.12","149.73","145.09","145.15","2058658"
"A_2022-01-10T00:00","A","2022-01-10 00:00:00","143.29","145.31","140.86","145.16","2548145"
"A_2022-01-11T00:00","A","2022-01-11 00:00:00","145.00","146.94","143.81","146.64","2028671"
"A_2022-01-12T00:00","A","2022-01-12 00:00:00","147.80","150.39","147.55","149.51","2250847"
"A_2022-01-13T00:00","A","2022-01-13 00:00:00","149.46","149.54","144.85","145.17","1741764"
"A_2022-01-14T00:00","A","2022-01-14 00:00:00","144.04","145.15","142.36","144.68","2225442"
"A_2022-01-18T00:00","A","2022-01-18 00:00:00","142.42","143.24","140.34","140.47","1852023"
"A_2022-01-19T00:00","A","2022-01-19 00:00:00","140.67","143.60","140.26","140.43","1462159"
"A_2022-01-20T00:00","A","2022-01-20 00:00:00","141.38","143.14","139.05","139.48","1861384"
"A_2022-01-21T00:00","A","2022-01-21 00:00:00","139.54","140.49","137.49","137.51","1878663"
"A_2022-01-24T00:00","A","2022-01-24 00:00:00","136.38","138.49","131.28","138.12","2155299"
"A_2022-01-25T00:00","A","2022-01-25 00:00:00","135.36","136.62","132.65","134.57","1705313"
"A_2022-01-26T00:00","A","2022-01-26 00:00:00","135.54","138.05","132.27","133.51","1999575"
"A_2022-01-27T00:00","A","2022-01-27 00:00:00","135.28","136.36","131.68","132.09","1715819"
"A_2022-01-28T00:00","A","2022-01-28 00:00:00","133.00","137.40","131.22","137.06","2174805"
"A_2022-01-31T00:00","A","2022-01-31 00:00:00","137.32","139.47","136.97","139.32","1702950"
"A_2022-02-01T00:00","A","2022-02-01 00:00:00","140.53","141.27","138.45","141.03","1655987"
"A_2022-02-02T00:00","A","2022-02-02 00:00:00","140.99","144.76","140.78","144.24","1475727"
"A_2022-02-03T00:00","A","2022-02-03 00:00:00","142.00","143.78","141.01","141.79","914265"
"A_2022-02-04T00:00","A","2022-02-04 00:00:00","141.48","142.35","139.67","141.12","1087398"
"A_2022-02-07T00:00","A","2022-02-07 00:00:00","141.50","142.49","139.81","140.37","1444112"
"A_2022-02-08T00:00","A","2022-02-08 00:00:00","139.11","141.41","138.30","140.81","1515402"
"A_2022-02-09T00:00","A","2022-02-09 00:00:00","142.73","145.10","142.15","144.44","1216888"
"A_2022-02-10T00:00","A","2022-02-10 00:00:00","141.56","144.04","140.58","141.66","1063719"
"A_2022-02-11T00:00","A","2022-02-11 00:00:00","141.12","142.51","136.24","137.20","1321937"
"A_2022-02-14T00:00","A","2022-02-14 00:00:00","136.96","137.69","134.10","135.21","2205269"
"A_2022-02-15T00:00","A","2022-02-15 00:00:00","137.25","138.06","134.73","135.91","2368248"
"A_2022-02-16T00:00","A","2022-02-16 00:00:00","135.55","135.60","132.11","135.15","3187467"
"A_2022-02-17T00:00","A","2022-02-17 00:00:00","134.64","134.64","129.71","130.25","2577819"
"A_2022-02-18T00:00","A","2022-02-18 00:00:00","130.50","133.43","130.00","132.05","3614196"
"A_2022-02-22T00:00","A","2022-02-22 00:00:00","130.87","132.69","129.26","130.49","3044217"
"A_2022-02-23T00:00","A","2022-02-23 00:00:00","129.88","134.37","125.95","126.00","3938702"
"A_2022-02-24T00:00","A","2022-02-24 00:00:00","123.70","128.63","123.06","128.15","3430243"
"A_2022-02-25T00:00","A","2022-02-25 00:00:00","128.84","133.75","127.92","133.73","3144478"
"A_2022-02-28T00:00","A","2022-02-28 00:00:00","132.03","132.88","129.16","130.36","3096424"
"A_2022-03-01T00:00","A","2022-03-01 00:00:00","130.83","132.92","130.09","131.93","2634071"
"A_2022-03-02T00:00","A","2022-03-02 00:00:00","132.68","133.96","131.80","133.16","1863110"
"A_2022-03-03T00:00","A","2022-03-03 00:00:00","133.73","138.00","133.44","137.17","3592139"
"A_2022-03-04T00:00","A","2022-03-04 00:00:00","135.85","137.12","132.14","133.89","3848511"
"A_2022-03-07T00:00","A","2022-03-07 00:00:00","133.55","133.55","128.43","130.34","2376504"
"A_2022-03-08T00:00","A","2022-03-08 00:00:00","128.64","132.50","127.54","129.32","2375483"
"A_2022-03-09T00:00","A","2022-03-09 00:00:00","132.85","133.94","131.19","133.26","1805585"
"A_2022-03-10T00:00","A","2022-03-10 00:00:00","131.40","134.52","131.29","134.33","1933127"
"A_2022-03-11T00:00","A","2022-03-11 00:00:00","135.43","136.44","130.16","130.31","1815769"
"A_2022-03-14T00:00","A","2022-03-14 00:00:00","131.00","132.26","126.90","127.58","1737149"
"A_2022-03-15T00:00","A","2022-03-15 00:00:00","129.22","131.15","128.87","130.28","1649205"
"A_2022-03-16T00:00","A","2022-03-16 00:00:00","131.93","135.61","131.30","135.00","1673086"
"A_2022-03-17T00:00","A","2022-03-17 00:00:00","134.00","136.85","133.61","136.82","1167918"
"A_2022-03-18T00:00","A","2022-03-18 00:00:00","136.21","139.39","136.21","139.12","2744506"
"A_2022-03-21T00:00","A","2022-03-21 00:00:00","137.63","139.79","137.01","138.14","1247085"
"A_2022-03-22T00:00","A","2022-03-22 00:00:00","138.01","140.20","137.65","139.29","1971700"
"A_2022-03-23T00:00","A","2022-03-23 00:00:00","137.85","137.96","133.45","134.18","1337390"
"A_2022-03-24T00:00","A","2022-03-24 00:00:00","134.89","136.58","133.59","136.41","1346742"
"A_2022-03-25T00:00","A","2022-03-25 00:00:00","137.30","137.66","133.70","135.71","1403630"
"A_2022-03-28T00:00","A","2022-03-28 00:00:00","136.25","137.25","134.46","135.42","1568085"
"A_2022-03-29T00:00","A","2022-03-29 00:00:00","138.22","139.32","137.21","138.42","1608646"
"A_2022-03-30T00:00","A","2022-03-30 00:00:00","137.93","138.22","134.52","135.46","1439798"
"A_2022-03-31T00:00","A","2022-03-31 00:00:00","135.17","136.79","132.29","132.33","3046440"
"A_2022-04-01T00:00","A","2022-04-01 00:00:00","134.18","134.60","131.86","133.97","1466879"
"A_2022-04-04T00:00","A","2022-04-04 00:00:00","133.86","135.40","132.89","134.81","1388006"
"A_2022-04-05T00:00","A","2022-04-05 00:00:00","134.09","135.42","132.85","133.26","1785503"
"A_2022-04-06T00:00","A","2022-04-06 00:00:00","132.01","133.32","129.86","132.71","2249499"
"A_2022-04-07T00:00","A","2022-04-07 00:00:00","132.90","137.08","132.23","135.93","1956231"
"A_2022-04-08T00:00","A","2022-04-08 00:00:00","135.71","136.99","134.65","134.87","2070939"
"A_2022-04-11T00:00","A","2022-04-11 00:00:00","133.22","133.88","130.46","131.26","2308213"
"A_2022-04-12T00:00","A","2022-04-12 00:00:00","131.69","132.19","125.03","125.39","2657493"
"A_2022-04-13T00:00","A","2022-04-13 00:00:00","125.26","128.53","124.91","128.29","2735911"
"A_2022-04-14T00:00","A","2022-04-14 00:00:00","128.42","128.96","125.57","126.44","3360677"
"A_2022-04-18T00:00","A","2022-04-18 00:00:00","126.44","126.75","123.13","123.84","1597266"
"A_2022-04-19T00:00","A","2022-04-19 00:00:00","123.71","126.83","123.70","126.53","1579969"
"A_2022-04-20T00:00","A","2022-04-20 00:00:00","127.71","130.32","126.84","129.37","2011105"
"A_2022-04-21T00:00","A","2022-04-21 00:00:00","130.36","131.03","124.85","125.29","2177667"
"A_2022-04-22T00:00","A","2022-04-22 00:00:00","124.77","125.10","121.15","121.32","1947222"
"A_2022-04-25T00:00","A","2022-04-25 00:00:00","119.53","121.61","118.23","121.45","2236881"
"A_2022-04-26T00:00","A","2022-04-26 00:00:00","121.00","121.28","117.24","117.94","2928082"
"A_2022-04-27T00:00","A","2022-04-27 00:00:00","118.20","120.85","117.53","117.68","2007479"
"A_2022-04-28T00:00","A","2022-04-28 00:00:00","119.52","121.56","117.93","121.06","3152172"
"A_2022-04-29T00:00","A","2022-04-29 00:00:00","120.71","123.89","119.05","119.27","2269171"
"A_2022-05-02T00:00","A","2022-05-02 00:00:00","118.38","120.34","116.49","119.57","1756159"
"A_2022-05-03T00:00","A","2022-05-03 00:00:00","119.72","123.98","119.09","122.40","3217838"
"A_2022-05-04T00:00","A","2022-05-04 00:00:00","121.69","126.69","121.44","126.30","2454301"
"A_2022-05-05T00:00","A","2022-05-05 00:00:00","124.62","125.21","120.80","122.15","2123645"
"A_2022-05-06T00:00","A","2022-05-06 00:00:00","120.88","121.88","118.00","121.08","1629034"
"A_2022-05-09T00:00","A","2022-05-09 00:00:00","119.13","119.13","112.64","113.11","1861704"
"A_2022-05-10T00:00","A","2022-05-10 00:00:00","115.44","117.94","113.14","116.64","2141753"
"A_2022-05-11T00:00","A","2022-05-11 00:00:00","115.70","118.00","113.84","113.99","1607013"
"A_2022-05-12T00:00","A","2022-05-12 00:00:00","113.61","116.25","112.78","116.13","1338023"
"A_2022-05-13T00:00","A","2022-05-13 00:00:00","117.38","120.72","117.27","119.38","1328411"
"A_2022-05-16T00:00","A","2022-05-16 00:00:00","119.63","121.03","118.83","120.30","2011653"
"A_2022-05-17T00:00","A","2022-05-17 00:00:00","122.70","123.70","121.45","123.08","2216184"
"A_2022-05-18T00:00","A","2022-05-18 00:00:00","121.19","121.91","120.31","120.79","1335997"
"A_2022-05-19T00:00","A","2022-05-19 00:00:00","120.31","123.58","119.53","122.40","2310072"
"A_2022-05-20T00:00","A","2022-05-20 00:00:00","124.03","125.58","122.44","125.13","2594718"
"A_2022-05-23T00:00","A","2022-05-23 00:00:00","126.45","126.47","123.76","125.98","2037143"
"A_2022-05-24T00:00","A","2022-05-24 00:00:00","125.32","126.00","123.80","124.41","2187684"
"A_2022-05-25T00:00","A","2022-05-25 00:00:00","127.21","127.46","119.18","120.38","3524637"
"A_2022-05-26T00:00","A","2022-05-26 00:00:00","120.75","124.22","120.72","123.85","1768031"
"A_2022-05-27T00:00","A","2022-05-27 00:00:00","124.92","130.77","124.49","130.55","2698841"
"A_2022-05-31T00:00","A","2022-05-31 00:00:00","128.91","130.07","126.72","127.56","3403072"
"A_2022-06-01T00:00","A","2022-06-01 00:00:00","127.86","128.98","122.43","123.09","1757620"
"A_2022-06-02T00:00","A","2022-06-02 00:00:00","122.96","129.19","122.30","129.10","1444413"
"A_2022-06-03T00:00","A","2022-06-03 00:00:00","127.62","128.72","126.42","128.49","1722770"
"A_2022-06-06T00:00","A","2022-06-06 00:00:00","129.38","130.00","126.97","127.63","1310578"
"A_2022-06-07T00:00","A","2022-06-07 00:00:00","126.57","131.20","126.57","128.90","1236306"
"A_2022-06-08T00:00","A","2022-06-08 00:00:00","127.88","128.64","126.40","126.84","1049455"
"A_2022-06-09T00:00","A","2022-06-09 00:00:00","126.09","126.92","124.13","124.14","814426"
"A_2022-06-10T00:00","A","2022-06-10 00:00:00","121.63","121.93","119.90","120.57","1379592"
"A_2022-06-13T00:00","A","2022-06-13 00:00:00","116.48","117.70","115.38","116.28","1405810"
"A_2022-06-14T00:00","A","2022-06-14 00:00:00","115.99","116.70","113.25","116.01","1314047"
"A_2022-06-15T00:00","A","2022-06-15 00:00:00","117.24","117.77","113.77","116.47","1886299"
"A_2022-06-16T00:00","A","2022-06-16 00:00:00","113.80","115.08","113.36","114.96","1601588"
"A_2022-06-17T00:00","A","2022-06-17 00:00:00","114.77","116.73","112.67","112.71","2681452"
"A_2022-06-21T00:00","A","2022-06-21 00:00:00","114.41","115.57","113.76","113.88","1588225"
"A_2022-06-22T00:00","A","2022-06-22 00:00:00","112.66","115.08","112.52","113.80","2585285"
"A_2022-06-23T00:00","A","2022-06-23 00:00:00","114.60","118.75","114.27","118.60","1801564"
"A_2022-06-24T00:00","A","2022-06-24 00:00:00","119.95","121.35","118.45","121.29","3780403"
"A_2022-06-27T00:00","A","2022-06-27 00:00:00","121.83","122.30","119.85","120.57","1805698"
"A_2022-06-28T00:00","A","2022-06-28 00:00:00","120.45","121.24","116.72","117.06","1426079"
